mesh_id,snomed_id,snomed_term,confidence,mapping_method,frequency,entity_classes,corpora,snomed_active
D054198,128822004,Precursor cell lymphoblastic leukemia,0.90,shared_cui,29,disease,"BC5CDR,BioRED",true
D001049,1023001,Apnea,0.90,shared_cui,28,disease,"BC5CDR,BioRED",true
D001930,210038008,Focal brain injury,0.90,shared_cui,28,disease,"BC5CDR,BioRED",true
D004656,372658000,Enalapril,0.90,shared_cui,28,chemical,BC5CDR,true
D006854,396458002,Hydrocortisone,0.90,shared_cui,28,chemical,"BC5CDR,BioRED",true
D008774,373337007,Methylphenidate,0.90,shared_cui,28,chemical,"BC5CDR,BioRED",true
D009543,387490003,Nifedipine,0.90,shared_cui,28,chemical,BC5CDR,true
D010656,372771005,Phenylephrine,0.90,shared_cui,28,chemical,"BC5CDR,BioRED",true
D012110,387447004,Reserpine,0.90,shared_cui,28,chemical,"BC5CDR,BioRED",true
D012206,240131006,Rhabdomyolysis,0.90,shared_cui,28,disease,"BC5CDR,BioRED",true
D000157,43360005,Aconitine,0.90,shared_cui,27,chemical,"BC5CDR,BioRED",true
D000305,21568003,Adrenal cortex hormone,0.90,shared_cui,27,chemical,"BC5CDR,BioRED",true
D002217,387183001,Carbachol,0.90,shared_cui,27,chemical,"BC5CDR,BioRED",true
D002395,34582008,Catecholamine,0.90,shared_cui,27,chemical,"BC5CDR,BioRED",true
D003221,62476001,Disorientated,0.90,shared_cui,27,disease,"BC5CDR,BioRED",true
D007037,40930008,Hypothyroidism,0.90,shared_cui,27,disease,"BC5CDR,BioRED",true
D010042,35966009,Ouabain,0.90,shared_cui,27,chemical,"BC5CDR,BioRED",true
D013345,21454007,Subarachnoid hemorrhage,0.90,shared_cui,27,disease,BC5CDR,true
D013575,271594007,Syncope,0.90,shared_cui,27,disease,"BC5CDR,BioRED",true
C069357,259873004,Methyl histamine,0.65,mrrel_rb,26,chemical,"BC5CDR,BioRED",true
D000617,763805006,Aminoglycoside,0.90,shared_cui,26,chemical,"BC5CDR,BioRED",true
D002311,399020009,Dilated cardiomyopathy,0.90,shared_cui,26,disease,"BC5CDR,BioRED",true
D003401,14804005,Creatine,0.90,shared_cui,26,chemical,BC5CDR,true
D005690,38182007,Galactose,0.90,shared_cui,26,chemical,"BC5CDR,BioRED",true
D005910,115240006,Glioma,0.90,shared_cui,26,disease,"BC5CDR,BioRED",true
D006332,8186001,Cardiomegaly,0.90,shared_cui,26,disease,"BC5CDR,BioRED",true
D006632,54235008,Histamine,0.90,shared_cui,26,chemical,"BC5CDR,BioRED",true
D007531,373521002,Isoflurophate,0.90,shared_cui,26,chemical,"BC5CDR,BioRED",true
D007538,387472004,Isoniazid,0.90,shared_cui,26,chemical,BC5CDR,true
D008550,41199001,Melatonin,0.90,shared_cui,26,chemical,"BC5CDR,BioRED",true
D009101,109989006,Multiple myeloma,0.90,shared_cui,26,disease,"BC5CDR,BioRED",true
D009362,108369006,Neoplasm,0.40,sty_fallback:Neoplastic Process,26,disease,"BC5CDR,BioRED",true
D009401,90708001,Nephrosis,0.90,shared_cui,26,disease,"BC5CDR,BioRED",true
D012131,409622000,Respiratory failure,0.90,shared_cui,26,disease,"BC5CDR,BioRED",true
D012148,32914008,Restless legs syndrome,0.90,shared_cui,26,disease,"BC5CDR,BioRED",true
D019344,83036002,Lactate,0.90,shared_cui,26,chemical,"BC5CDR,BioRED",true
D057049,126729006,Thrombotic microangiopathy,0.90,shared_cui,26,disease,"BC5CDR,BioRED",true
D064730,108825009,Dexrazoxane,0.90,shared_cui,26,chemical,"BC5CDR,BioRED",true
D000438,333164008,Alcohol-containing product,0.90,shared_cui,25,chemical,BioRED,true
D002955,396065004,Leucovorin,0.90,shared_cui,25,chemical,"BC5CDR,BioRED",true
D006461,15601008,Intravascular hemolysis,0.90,shared_cui,25,disease,"BC5CDR,BioRED",true
D006463,111407006,Hemolytic uremic syndrome,0.90,shared_cui,25,disease,BC5CDR,true
D007565,18165001,Jaundice,0.90,shared_cui,25,disease,"BC5CDR,BioRED",true
D008113,126851005,Neoplasm of liver,0.90,shared_cui,25,disease,"BC5CDR,BioRED",true
D008223,1163043007,Malignant lymphoma,0.90,shared_cui,25,disease,"BC5CDR,BioRED",true
D011224,387433003,Prazosin,0.90,shared_cui,25,chemical,"BC5CDR,BioRED",true
D011565,9014002,Psoriasis,0.90,shared_cui,25,disease,"BC5CDR,BioRED",true
D013015,372911006,Sotalol,0.90,shared_cui,25,chemical,BC5CDR,true
D013806,372810006,Theophylline,0.90,shared_cui,25,chemical,BC5CDR,true
D014196,372829000,Trazodone,0.90,shared_cui,25,chemical,"BC5CDR,BioRED",true
D054549,441541008,Takotsubo cardiomyopathy,0.90,shared_cui,25,disease,"BC5CDR,BioRED",true
C012655,703479000,Nimesulide,0.90,shared_cui,24,chemical,"BC5CDR,BioRED",true
C563319,770627003,Desmin-related myofibrillar myopathy,0.90,shared_cui,24,disease,BioRED,true
D000741,306058006,Aplastic anemia,0.90,shared_cui,24,disease,BC5CDR,true
D002972,87979003,Cleft palate,0.90,shared_cui,24,disease,"BC5CDR,BioRED",true
D003128,371632003,Coma,0.90,shared_cui,24,disease,"BC5CDR,BioRED",true
D003928,38542009,Nodular glomerulosclerosis,0.90,shared_cui,24,disease,"BC5CDR,BioRED",true
D005207,82470000,Muscle fasciculation,0.90,shared_cui,24,disease,BC5CDR,true
D007741,372750000,Labetalol,0.90,shared_cui,24,chemical,BC5CDR,true
D009436,203923004,Acrania,0.90,shared_cui,24,disease,BC5CDR,true
D014693,71908006,Ventricular fibrillation,0.90,shared_cui,24,disease,"BC5CDR,BioRED",true
D000163,62479008,AIDS,0.90,shared_cui,23,disease,"BC5CDR,BioRED",true
D000728,126162007,Androgen receptor agonist,0.90,shared_cui,23,chemical,"BC5CDR,BioRED",true
D000928,372720008,Antidepressant,0.90,shared_cui,23,chemical,"BC5CDR,BioRED",true
D001120,52625008,Arginine,0.90,shared_cui,23,chemical,"BC5CDR,BioRED",true
D002939,372840008,Ciprofloxacin,0.90,shared_cui,23,chemical,"BC5CDR,BioRED",true
D008103,62484002,Hepatic fibrosis,0.90,shared_cui,23,disease,"BC5CDR,BioRED",true
D010302,230292008,Secondary parkinsonism,0.90,shared_cui,23,disease,"BC5CDR,BioRED",true
D013923,13713005,Thromboembolus,0.90,shared_cui,23,disease,"BC5CDR,BioRED",true
D014031,373548001,Tobramycin,0.90,shared_cui,23,chemical,BC5CDR,true
D016889,254878006,Endometrial carcinoma,0.90,shared_cui,23,disease,"BC5CDR,BioRED",true
D018500,111395007,Vasopressin resistance,0.90,shared_cui,23,disease,"BC5CDR,BioRED",true
D020117,387164008,Cisapride,0.90,shared_cui,23,chemical,BC5CDR,true
C052075,255632006,Anticonvulsant,0.65,mrrel_rb,22,chemical,"BC5CDR,BioRED",true
C522803,105590001,Substance,0.40,sty_fallback:Organic Chemical,22,chemical,"BC5CDR,BioRED",true
D002819,271700006,Chorea,0.90,shared_cui,22,disease,"BC5CDR,BioRED",true
D004737,387176008,Enflurane,0.90,shared_cui,22,chemical,"BC5CDR,BioRED",true
D007052,387207008,Ibuprofen,0.90,shared_cui,22,chemical,"BC5CDR,BioRED",true
D007654,387216007,Ketoconazole,0.90,shared_cui,22,chemical,BC5CDR,true
D010406,764146007,Penicillin,0.90,shared_cui,22,chemical,"BC5CDR,BioRED",true
D012293,387159009,Rifampin,0.90,shared_cui,22,chemical,BC5CDR,true
D012460,387248006,Sulfasalazine,0.90,shared_cui,22,chemical,BC5CDR,true
D014212,387305002,Tretinoin,0.90,shared_cui,22,chemical,"BC5CDR,BioRED",true
D015760,387560008,Alfentanil,0.90,shared_cui,22,chemical,BC5CDR,true
D017093,59927004,Hepatic failure,0.90,shared_cui,22,disease,"BC5CDR,BioRED",true
D017311,386864001,Amlodipine,0.90,shared_cui,22,chemical,BC5CDR,true
D024502,259666007,Alpha-tocopherol,0.90,shared_cui,22,chemical,"BC5CDR,BioRED",true
C043114,372484000,Fosphenytoin,0.90,shared_cui,21,chemical,BC5CDR,true
C087567,419693009,Tropane,0.65,mrrel_rb,21,chemical,BC5CDR,true
D003513,71165008,Cycloheximide,0.90,shared_cui,21,chemical,"BC5CDR,BioRED",true
D003967,62315008,Diarrhea,0.90,shared_cui,21,disease,"BC5CDR,BioRED",true
D004809,387358007,Ephedrine,0.90,shared_cui,21,chemical,"BC5CDR,BioRED",true
D005076,30704002,Butterfly rash,0.55,mrrel_rn,21,disease,"BC5CDR,BioRED",true
D005767,119292006,Disorder of gastrointestinal tract,0.90,shared_cui,21,disease,"BC5CDR,BioRED",true
D006471,405729008,Hematochezia,0.90,shared_cui,21,disease,"BC5CDR,BioRED",true
D006526,50711007,Viral hepatitis C,0.90,shared_cui,21,disease,"BC5CDR,BioRED",true
D006984,56246009,Hypertrophy,0.90,shared_cui,21,disease,"BC5CDR,BioRED",true
D008148,96303004,Lovastatin,0.90,shared_cui,21,chemical,"BC5CDR,BioRED",true
D008795,372602008,Metronidazole,0.90,shared_cui,21,chemical,"BC5CDR,BioRED",true
D010190,126859007,Neoplasm of pancreas,0.90,shared_cui,21,disease,"BC5CDR,BioRED",true
D011618,69322001,Psychotic disorder,0.90,shared_cui,21,disease,"BC5CDR,BioRED",true
D013974,73187006,Thyroxine,0.90,shared_cui,21,chemical,"BC5CDR,BioRED",true
D014652,27550009,Vascular disorder,0.90,shared_cui,21,disease,"BC5CDR,BioRED",true
D014657,31996006,Vasculitis,0.90,shared_cui,21,disease,BC5CDR,true
D015016,73407000,Yohimbine,0.90,shared_cui,21,chemical,"BC5CDR,BioRED",true
D016578,229003004,Cocaine freebase,0.90,shared_cui,21,chemical,"BC5CDR,BioRED",true
D017308,386860005,Etodolac,0.90,shared_cui,21,chemical,"BC5CDR,BioRED",true
D018487,275514001,Impaired left ventricular function,0.90,shared_cui,21,disease,"BC5CDR,BioRED",true
D019698,128302006,Chronic hepatitis C,0.90,shared_cui,21,disease,"BC5CDR,BioRED",true
C007145,289941004,Plant extract,0.65,mrrel_rb,20,chemical,"BC5CDR,BioRED",true
C044834,395750001,Iodixanol,0.90,shared_cui,20,chemical,"BC5CDR,BioRED",true
C104457,418784008,Nelarabine,0.90,shared_cui,20,chemical,"BC5CDR,BioRED",true
C522667,443375003,Asenapine,0.90,shared_cui,20,chemical,"BC5CDR,BioRED",true
D004054,396026002,Diethylstilbestrol,0.90,shared_cui,20,chemical,BC5CDR,true
D006513,60605004,Hepatitis B virus e protein antigen,0.90,shared_cui,20,chemical,"BC5CDR,BioRED",true
D007938,1162768007,Leukemia,0.90,shared_cui,20,disease,"BC5CDR,BioRED",true
D008607,110359009,Intellectual disability,0.90,shared_cui,20,disease,"BC5CDR,BioRED",true
D008614,387298007,Meperidine,0.90,shared_cui,20,chemical,"BC5CDR,BioRED",true
D010852,57979006,Picrotoxin,0.90,shared_cui,20,chemical,"BC5CDR,BioRED",true
D011241,116602009,Prednisone,0.90,shared_cui,20,chemical,BC5CDR,true
D011374,16683002,Progesterone,0.90,shared_cui,20,chemical,"BC5CDR,BioRED",true
D012595,89155008,Systemic sclerosis,0.90,shared_cui,20,disease,"BC5CDR,BioRED",true
D013874,412605006,Thiopental,0.90,shared_cui,20,chemical,BC5CDR,true
D016627,318711006,Adrenergic neurone blocker-containing product,0.65,mrrel_rb,20,chemical,"BC5CDR,BioRED",true
D017373,126120000,Cyproterone acetate,0.90,shared_cui,20,chemical,BC5CDR,true
D018908,26544005,Muscle weakness,0.90,shared_cui,20,disease,"BC5CDR,BioRED",true
D019438,386896009,Ritonavir,0.90,shared_cui,20,chemical,"BC5CDR,BioRED",true
D020522,443487006,Mantle cell lymphoma,0.90,shared_cui,20,disease,"BC5CDR,BioRED",true
C573355,707161007,Triterpene,0.65,mrrel_rb,19,chemical,"BC5CDR,BioRED",true
D000806,372733002,Angiotensin-converting enzyme inhibitor,0.90,shared_cui,19,chemical,"BC5CDR,BioRED",true
D001127,421078009,Argipressin,0.90,shared_cui,19,chemical,BC5CDR,true
D002066,387138002,Busulfan,0.90,shared_cui,19,chemical,BC5CDR,true
D002546,266257000,Transient cerebral ischemia,0.90,shared_cui,19,disease,"BC5CDR,BioRED",true
D003630,372715008,Daunorubicin,0.90,shared_cui,19,chemical,"BC5CDR,BioRED",true
D003638,61947007,Deaf mutism,0.90,shared_cui,19,disease,"BC5CDR,BioRED",true
D003704,52448006,Dementia,0.90,shared_cui,19,disease,"BC5CDR,BioRED",true
D005998,15331006,Glycine,0.90,shared_cui,19,chemical,"BC5CDR,BioRED",true
D007177,55004003,Syndrome of inappropriate vasopressin secretion,0.90,shared_cui,19,disease,BC5CDR,true
D013148,387078006,Spironolactone,0.90,shared_cui,19,chemical,"BC5CDR,BioRED",true
D016685,387331000,Mitomycin,0.90,shared_cui,19,chemical,BC5CDR,true
D020849,109029006,Raloxifene,0.90,shared_cui,19,chemical,"BC5CDR,BioRED",true
D063325,699180000,Tiapride,0.90,shared_cui,19,chemical,"BC5CDR,BioRED",true
C048498,426292005,Erdosteine,0.90,shared_cui,18,chemical,"BC5CDR,BioRED",true
C058876,418183005,Psychotropic agent,0.65,mrrel_rb,18,chemical,"BC5CDR,BioRED",true
C401121,782436006,Sodium channel blocker,0.65,mrrel_rb,18,chemical,"BC5CDR,BioRED",true
C401859,427153004,Temsirolimus,0.90,shared_cui,18,chemical,"BC5CDR,BioRED",true
D000014,1237226008,Isotretinoin syndrome,0.55,mrrel_rn,18,disease,BC5CDR,true
D000658,372687004,Amoxicillin,0.90,shared_cui,18,chemical,BC5CDR,true
D001663,79706000,Bilirubin,0.90,shared_cui,18,chemical,"BC5CDR,BioRED",true
D002188,281154008,Hemp,0.90,shared_cui,18,chemical,"BC5CDR,BioRED",true
D003329,23687008,Coronary artery spasm,0.90,shared_cui,18,disease,"BC5CDR,BioRED",true
D003932,387341002,Diamorphine,0.90,shared_cui,18,chemical,"BC5CDR,BioRED",true
D004062,724284005,Hypertelorism Teebi type,0.90,shared_cui,18,disease,"BC5CDR,BioRED",true
D007035,386689009,Hypothermia,0.90,shared_cui,18,disease,"BC5CDR,BioRED",true
D007333,763325000,Insulin resistance,0.90,shared_cui,18,disease,"BC5CDR,BioRED",true
D007479,395754005,Iopamidol,0.90,shared_cui,18,chemical,"BC5CDR,BioRED",true
D008274,72717003,Magnesium,0.90,shared_cui,18,chemical,"BC5CDR,BioRED",true
D010424,372703009,Pentobarbital,0.90,shared_cui,18,chemical,BC5CDR,true
D013035,45352006,Spasm,0.90,shared_cui,18,disease,BC5CDR,true
D014508,387092000,Urea,0.90,shared_cui,18,chemical,"BC5CDR,BioRED",true
D014527,88476001,Urate,0.90,shared_cui,18,chemical,"BC5CDR,BioRED",true
D015431,262285001,Weight decreased,0.90,shared_cui,18,disease,"BC5CDR,BioRED",true
D018805,42939002,Pyemia,0.90,shared_cui,18,disease,"BC5CDR,BioRED",true
D019331,407312007,Enzyme inhibitor,0.65,mrrel_rb,18,chemical,"BC5CDR,BioRED",true
D019970,31956009,Cocaine dependence,0.90,shared_cui,18,disease,"BC5CDR,BioRED",true
D050723,72704001,Fracture,0.90,shared_cui,18,disease,"BC5CDR,BioRED",true
D051436,709044004,Chronic kidney disease,0.90,shared_cui,18,disease,"BC5CDR,BioRED",true
D061205,237897009,Vascular calcification,0.90,shared_cui,18,disease,BC5CDR,true
C537881,419197009,Lattice corneal dystrophy Type I,0.90,shared_cui,17,disease,BioRED,true
D000450,42605004,Aldosterone,0.90,shared_cui,17,chemical,"BC5CDR,BioRED",true
D000641,43953005,Ammonia,0.90,shared_cui,17,chemical,"BC5CDR,BioRED",true
D001647,312291001,Bile salt,0.90,shared_cui,17,chemical,BC5CDR,true
D001806,250623007,Blood urea measurement,0.90,shared_cui,17,chemical,"BC5CDR,BioRED",true
D002277,1187425009,Carcinoma,0.90,shared_cui,17,disease,"BC5CDR,BioRED",true
D002386,193570009,Cataract,0.90,shared_cui,17,disease,"BC5CDR,BioRED",true
D002996,387166005,Clomiphene,0.90,shared_cui,17,chemical,BC5CDR,true
D003327,53741008,Coronary heart disease,0.90,shared_cui,17,disease,"BC5CDR,BioRED",true
D004077,387461009,Digoxin,0.90,shared_cui,17,chemical,BC5CDR,true
D004421,230332007,Diurnal dystonia,0.90,shared_cui,17,disease,"BC5CDR,BioRED",true
D005227,31979005,Fatty acid,0.90,shared_cui,17,chemical,"BC5CDR,BioRED",true
D005938,419933005,Glucocorticoid,0.90,shared_cui,17,chemical,BioRED,true
D006345,30288003,Ventricular septal defect,0.90,shared_cui,17,disease,"BC5CDR,BioRED",true
D007172,860914002,Erectile dysfunction,0.90,shared_cui,17,disease,BC5CDR,true
D008353,387168006,Mannitol,0.90,shared_cui,17,chemical,BC5CDR,true
D010149,213299007,Postoperative pain,0.90,shared_cui,17,disease,"BC5CDR,BioRED",true
D010554,33449004,Personality disorder,0.90,shared_cui,17,disease,"BC5CDR,BioRED",true
D010755,301785006,Phosphoric acid ester,0.90,shared_cui,17,chemical,"BC5CDR,BioRED",true
D011595,285145004,Akathisia,0.90,shared_cui,17,disease,"BC5CDR,BioRED",true
D012164,29555009,Retinal disorder,0.90,shared_cui,17,disease,"BC5CDR,BioRED",true
D013469,395891007,Sulpiride,0.90,shared_cui,17,chemical,"BC5CDR,BioRED",true
D014890,195353004,Granulomatosis with polyangiitis,0.90,shared_cui,17,disease,"BC5CDR,BioRED",true
D015632,285407008,Methylphenyltetrahydropyridine,0.90,shared_cui,17,chemical,"BC5CDR,BioRED",true
D017367,782509007,Serotonin uptake inhibitor,0.90,shared_cui,17,chemical,"BC5CDR,BioRED",true
D019966,1254812006,Substance dependence,0.90,shared_cui,17,disease,"BC5CDR,BioRED",true
D053201,786460007,Detrusor overactivity,0.90,shared_cui,17,disease,BC5CDR,true
C024989,412129003,Ubidecarenone,0.90,shared_cui,16,chemical,"BC5CDR,BioRED",true
C406224,385584001,Valdecoxib,0.90,shared_cui,16,chemical,"BC5CDR,BioRED",true
C524754,105590001,Substance,0.40,sty_fallback:Organic Chemical,16,chemical,"BC5CDR,BioRED",true
C567089,446923008,Lipoprotein glomerulopathy,0.90,shared_cui,16,disease,BioRED,true
D000257,25225006,Disease caused by Adenovirus,0.90,shared_cui,16,disease,BC5CDR,true
D000420,372897005,Albuterol,0.90,shared_cui,16,chemical,BC5CDR,true
D001321,408857007,Infantile autism,0.90,shared_cui,16,disease,"BC5CDR,BioRED",true
D001327,85828009,Autoimmune disease,0.90,shared_cui,16,disease,"BC5CDR,BioRED",true
D001622,43356007,Betaine,0.90,shared_cui,16,chemical,"BC5CDR,BioRED",true
D003687,78316004,Dehydroepiandrosterone,0.90,shared_cui,16,chemical,"BC5CDR,BioRED",true
D003913,387278002,Dextroamphetamine,0.90,shared_cui,16,chemical,"BC5CDR,BioRED",true
D004221,387212009,Disulfiram,0.90,shared_cui,16,chemical,"BC5CDR,BioRED",true
D004802,278484009,Tropical pulmonary eosinophilia,0.90,shared_cui,16,disease,BC5CDR,true
D005234,442191002,Steatohepatitis,0.90,shared_cui,16,disease,"BC5CDR,BioRED",true
D006024,387122008,Glycopyrrolate,0.90,shared_cui,16,chemical,BC5CDR,true
D006689,1163005009,Hodgkin lymphoma,0.90,shared_cui,16,disease,"BC5CDR,BioRED",true
D006861,387171003,Hydrogen peroxide,0.90,shared_cui,16,chemical,"BC5CDR,BioRED",true
D007472,395751002,Iohexol,0.90,shared_cui,16,chemical,"BC5CDR,BioRED",true
D008063,70496003,Lipoic acid,0.90,shared_cui,16,chemical,"BC5CDR,BioRED",true
D009798,833278008,Glaucoma suspect,0.90,shared_cui,16,disease,BC5CDR,true
D010259,191667009,Paranoid disorder,0.90,shared_cui,16,disease,"BC5CDR,BioRED",true
D013467,387513000,Sulindac,0.90,shared_cui,16,chemical,BC5CDR,true
D013617,6456007,Supraventricular tachycardia,0.90,shared_cui,16,disease,BC5CDR,true
D014150,372482001,Anti-psychotic agent,0.90,shared_cui,16,chemical,"BC5CDR,BioRED",true
D014807,30178006,Vitamin D and/or vitamin D derivative,0.90,shared_cui,16,chemical,"BC5CDR,BioRED",true
D014826,89927005,Paralysis of larynx,0.90,shared_cui,16,disease,BC5CDR,true
D015175,134209002,Prolactinoma,0.90,shared_cui,16,disease,"BC5CDR,BioRED",true
D015430,816159004,Weight gain,0.90,shared_cui,16,disease,"BC5CDR,BioRED",true
D015473,110004001,"Acute promyelocytic leukemia, FAB M3",0.90,shared_cui,16,disease,BC5CDR,true
D016713,373282008,Anxiolytic agent,0.65,mrrel_rb,16,chemical,"BC5CDR,BioRED",true
D018476,255385008,Hypokinetic,0.90,shared_cui,16,disease,"BC5CDR,BioRED",true
D018879,251175005,Ventricular premature complex,0.90,shared_cui,16,disease,"BC5CDR,BioRED",true
D019469,372529006,Indinavir,0.90,shared_cui,16,chemical,BC5CDR,true
D020250,64581007,Postoperative nausea,0.90,shared_cui,16,disease,"BC5CDR,BioRED",true
D020388,387732009,Becker muscular dystrophy,0.90,shared_cui,16,disease,"BC5CDR,BioRED",true
D056784,22811006,Leukoencephalopathy,0.90,shared_cui,16,disease,BC5CDR,true
C018370,259351002,Pregnenolone sulfate,0.90,shared_cui,15,chemical,BC5CDR,true
C093622,363573000,Rizatriptan,0.90,shared_cui,15,chemical,BC5CDR,true
C564042,197811007,Vesicoureteric reflux,0.65,mrrel_rb,15,disease,BioRED,true
D000583,387266001,Amikacin,0.90,shared_cui,15,chemical,"BC5CDR,BioRED",true
D001205,43706004,Ascorbic acid,0.90,shared_cui,15,chemical,"BC5CDR,BioRED",true
D002493,23853001,Disorder of the central nervous system,0.90,shared_cui,15,disease,"BC5CDR,BioRED",true
D003345,91521001,Corticosterone,0.90,shared_cui,15,chemical,"BC5CDR,BioRED",true
D003561,387511003,Cytarabine,0.90,shared_cui,15,chemical,BC5CDR,true
D004830,352818000,Grand mal epilepsy,0.90,shared_cui,15,disease,BC5CDR,false
D006349,368009,Heart valve disorder,0.90,shared_cui,15,disease,BC5CDR,true
D006970,77692006,Hypersomnia,0.90,shared_cui,15,disease,"BC5CDR,BioRED",true
D007024,28651003,Orthostatic hypotension,0.90,shared_cui,15,disease,BC5CDR,true
D008787,372776000,Metoclopramide,0.90,shared_cui,15,chemical,BC5CDR,true
D009288,372588000,Naproxen,0.90,shared_cui,15,chemical,"BC5CDR,BioRED",true
D010024,64859006,Osteoporosis,0.90,shared_cui,15,disease,"BC5CDR,BioRED",true
D011041,75478009,Poisoning,0.90,shared_cui,15,disease,"BC5CDR,BioRED",true
D012871,95320005,Disorder of skin,0.90,shared_cui,15,disease,"BC5CDR,BioRED",true
D013438,115582009,Sulfhydryl,0.90,shared_cui,15,chemical,"BC5CDR,BioRED",true
D014313,87866006,Trismus,0.90,shared_cui,15,disease,"BC5CDR,BioRED",true
D015119,59882007,Aminocaproic acid,0.90,shared_cui,15,chemical,BC5CDR,true
D015470,1162928000,Acute myeloid leukemia,0.90,shared_cui,15,disease,"BC5CDR,BioRED",true
D015474,387208003,Isotretinoin,0.90,shared_cui,15,chemical,BC5CDR,true
D015725,387174006,Fluconazole,0.90,shared_cui,15,chemical,BC5CDR,true
D016595,387242007,Misoprostol,0.90,shared_cui,15,chemical,BC5CDR,true
D016640,11687002,Gestational diabetes mellitus,0.90,shared_cui,15,disease,BioRED,true
D018149,267426009,Malabsorption of glucose,0.90,shared_cui,15,disease,"BC5CDR,BioRED",true
D020018,82636008,Orgasm disorder,0.90,shared_cui,15,disease,BC5CDR,true
